"","xmid","scal","CL","drug","CELL_LINE_NAME","maxc","x","y","DRUG_ID_lib","BARCODE","SCAN_ID","POSITION","DRUGSET_ID","norm_neg_pos","CL_SPEC","drug_spec","time_stamp","sw_version","RESEARCH_PROJECT","yhat","yres","RMSE","x_micromol","IC50","auc","AUCtrap"
"15",12.1325292370732,1.3041846074698,905935,"1060_0.25","DU-145",0.25,-0.965024206177704,0.0100707373483232,1060,"10420",9572,389,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",4.34996429402829e-05,0.0100272377053829,0.0364023595053511,0.00025013174626658,0.785009447579027,0.988661639323905,0.987336319589306
"16",12.5118045038033,1.3041846074698,905935,"1268_10","DU-145",10,-0.965024206177704,0,1268,"10420",9572,421,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",3.25230676522484e-05,-3.25230676522484e-05,0.0475324078187281,0.0100052698506632,4.73678248348302,0.991431400267574,0.990400217028098
"17",12.8547274144536,1.3041846074698,905935,"1510_10","DU-145",10,-0.965024206177704,0.0905894506185515,1510,"10420",9572,423,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",2.500352121493e-05,0.0905644470973366,0.0889731053314586,0.0100052698506632,4.97447853214969,0.993363244228745,0.992548188788955
"18",12.8335678561343,1.3041846074698,905935,"1510_2.5","DU-145",2.5,-0.965024206177704,0.0301919896808165,1510,"10420",9572,397,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",2.54124856136343e-05,0.0301665771952029,0.0480905984089581,0.0025013174626658,3.57351748283887,0.993257440843391,0.992430309849686
"19",7.05284045736499,2.01093594702864,907788,"1003_0.1","LNCaP-Clone-FGC",0.1,-0.965024206177704,0,1003,"8874",8025,388,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.018214930378288,-0.018214930378288,0.0694831794160551,0.000100052698506632,-3.65225324007189,0.743352967445186,0.741262878702455
"20",7.05284045736499,2.01093594702864,907788,"1003_0.1","LNCaP-Clone-FGC",0.1,-0.965024206177704,0.0301847552787591,1003,"9632",8703,388,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.018214930378288,0.0119698249004711,0.0694831794160551,0.000100052698506632,-3.65225324007189,0.743352967445186,0.741262878702455
"21",10.4617769045496,2.01093594702864,907788,"1032_2","LNCaP-Clone-FGC",2,-0.965024206177704,0,1032,"8874",8025,412,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00339405619216046,-0.00339405619216046,0.0660825952326791,0.00200105397013264,1.70637372055611,0.921109352722658,0.918618617040045
"22",13.7995232346295,2.01093594702864,907788,"1036_10","LNCaP-Clone-FGC",10,-0.965024206177704,0,1036,"8874",8025,411,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000647252145051461,-0.000647252145051461,0.0632283387028404,0.0100052698506632,5.6293610911094,0.982382767039656,0.981511158464913
"23",12.6565570502624,2.01093594702864,907788,"1060_0.25","LNCaP-Clone-FGC",0.25,-0.965024206177704,0.163184272264668,1060,"8874",8025,389,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0011420907837223,0.162042181480946,0.0659316742417947,0.00025013174626658,1.1482378488261,0.969880576853583,0.968520052466599
"24",12.6565570502624,2.01093594702864,907788,"1060_0.25","LNCaP-Clone-FGC",0.25,-0.965024206177704,0,1060,"9632",8703,389,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0011420907837223,-0.0011420907837223,0.0659316742417947,0.00025013174626658,1.1482378488261,0.969880576853583,0.968520052466599
"25",11.2722217484785,2.01093594702864,907788,"1268_10","LNCaP-Clone-FGC",10,-0.965024206177704,0,1268,"9632",8703,421,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00227080283507117,-0.00227080283507117,0.081249260273228,0.0100052698506632,3.87756919155888,0.943966332324702,0.941872669988251
"26",11.6169734765205,2.01093594702864,907788,"1510_10","LNCaP-Clone-FGC",10,-0.965024206177704,0.208132213796746,1510,"9632",8703,423,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00191372732952985,0.206218486467216,0.102399308870858,0.0100052698506632,4.11653287984441,0.951810411820315,0.949903120179402
"27",13.1905333590764,2.01093594702864,907788,"1510_2.5","LNCaP-Clone-FGC",2.5,-0.965024206177704,0.00793294502340247,1510,"9632",8703,397,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000875982444414994,0.00705696257898748,0.0313736429242457,0.0025013174626658,3.82094711476036,0.976507451558197,0.975393772974719
"28",8.31189666041283,3.07331400013252,924100,"1003_0.1","22RV1",0.1,-0.965024206177704,0,1003,"9846",8965,388,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0465952963104016,-0.0465952963104016,0.105262311889219,0.000100052698506632,-2.77954198276277,0.764487994595701,0.76296274587498
"29",8.31189666041283,3.07331400013252,924100,"1003_0.1","22RV1",0.1,-0.965024206177704,0,1003,"9847",8966,388,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0465952963104016,-0.0465952963104016,0.105262311889219,0.000100052698506632,-2.77954198276277,0.764487994595701,0.76296274587498
"30",10.851548399921,3.07331400013252,924100,"1032_2","22RV1",2,-0.965024206177704,0.143786642168659,1032,"9846",8965,412,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0209407330380445,0.122845909130615,0.114824818643629,0.00200105397013264,1.97654273363548,0.871869826538366,0.87030398607057
"31",13.2695647951724,3.07331400013252,924100,"1036_10","22RV1",10,-0.965024206177704,0.0678473220221439,1036,"9846",8965,411,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0096445192698252,0.0582028027523187,0.0560894784464202,0.0100052698506632,5.26202189298581,0.934350541053403,0.933223396484754
"32",11.7787523348115,3.07331400013252,924100,"1060_0.25","22RV1",0.25,-0.965024206177704,0.171423006623806,1060,"9846",8965,389,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0155719266084338,0.155851080015373,0.103870383154368,0.00025013174626658,0.539789985229044,0.899994886205667,0.898568009438981
"33",11.7787523348115,3.07331400013252,924100,"1060_0.25","22RV1",0.25,-0.965024206177704,0.145393926158495,1060,"9847",8966,389,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0155719266084338,0.129821999550061,0.103870383154368,0.00025013174626658,0.539789985229044,0.899994886205667,0.898568009438981
"34",13.2315845977353,3.07331400013252,924100,"1268_10","22RV1",10,-0.965024206177704,0.145393926158495,1268,"9847",8966,421,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00976327543902386,0.135630650719471,0.127044773414433,0.0100052698506632,5.23569602621515,0.933623278301727,0.932488057489743
"35",11.999229048967,3.07331400013252,924100,"1510_10","22RV1",10,-0.965024206177704,0.192577887075697,1510,"9847",8966,423,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.014509581237198,0.178068305838499,0.13591351461005,0.0100052698506632,4.38149225213898,0.905877490733715,0.904490893446226
"36",14.2177814922119,3.07331400013252,924100,"1510_2.5","22RV1",2.5,-0.965024206177704,0.0106116217307333,1510,"9847",8966,397,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00710231759722665,0.00350930413350662,0.058363653872184,0.0025013174626658,4.5329812619787,0.950345021734096,0.949416972282962
"37",7.63825174215489,3.25443068932669,924105,"1003_0.1","BPH-1",0.1,-0.965024206177704,0.0130626385633903,1003,"5433",4852,388,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0663871769211079,-0.0533245383577176,0.15445808336373,0.000100052698506632,-3.2464770585518,0.720640293174276,0.719378524937417
"38",7.63825174215489,3.25443068932669,924105,"1003_0.1","BPH-1",0.1,-0.965024206177704,0.131039910704745,1003,"5432",4868,388,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0663871769211079,0.0646527337836367,0.15445808336373,0.000100052698506632,-3.2464770585518,0.720640293174276,0.719378524937417
"39",4.1168552138985,3.25443068932669,924105,"1032_2","BPH-1",2,-0.965024206177704,0.303379928887508,1032,"5433",4852,412,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.173427728458746,0.129952200428762,0.143469640754734,0.00200105397013264,-2.69159086019231,0.506424447605592,0.506383542439806
"40",10.3476036598696,3.25443068932669,924105,"1036_10","BPH-1",10,-0.965024206177704,0.196439103070257,1036,"5433",4852,411,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0300008440079938,0.166438259062264,0.21835125130997,0.0100052698506632,3.23667277034492,0.84424251244049,0.842746637588971
"41",6.64547238168332,3.25443068932669,924105,"1060_0.25","BPH-1",0.25,-0.965024206177704,0.00542674895534123,1060,"5433",4852,389,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.087983947999319,-0.0825571990439778,0.07426108725855,0.00025013174626658,-3.01832854130662,0.664648839193874,0.663655202434088
"42",6.64547238168332,3.25443068932669,924105,"1060_0.25","BPH-1",0.25,-0.965024206177704,0,1060,"5432",4868,389,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.087983947999319,-0.087983947999319,0.07426108725855,0.00025013174626658,-3.01832854130662,0.664648839193874,0.663655202434088
"43",11.1793071808313,3.25443068932669,924105,"1268_10","BPH-1",10,-0.965024206177704,0.107054229168893,1268,"5432",4868,421,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0233933981471529,0.0836608310217401,0.053450635648627,0.0100052698506632,3.81316572096132,0.872732975979796,0.871304633066865
"44",12.0041360248748,3.25443068932669,924105,"1510_10","BPH-1",10,-0.965024206177704,0.0110713260044881,1510,"5432",4868,423,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0182516768543846,-0.00718035084989645,0.0733397301563031,0.0100052698506632,4.38489350865458,0.896761906094847,0.89544475059628
"45",12.5730624430062,3.25443068932669,924105,"1510_2.5","BPH-1",2.5,-0.965024206177704,0.0190665531831054,1510,"5432",4868,397,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.015369309817572,0.00369724336553335,0.0594883364828537,0.0025013174626658,3.39294889020856,0.911048025239593,0.909824701653407
"46",9.75726926911638,2.12643535818614,1299075,"1003_0.1","VCaP",0.1,-0.965024206177704,0,1003,"10738",9875,388,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00641692130296666,-0.00641692130296666,0.0502170824515845,0.000100052698506632,-1.77768603418134,0.888094377091979,0.885522684991821
"47",9.75726926911638,2.12643535818614,1299075,"1003_0.1","VCaP",0.1,-0.965024206177704,0,1003,"10739",9876,388,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00641692130296666,-0.00641692130296666,0.0502170824515845,0.000100052698506632,-1.77768603418134,0.888094377091979,0.885522684991821
"48",12.108422210801,2.12643535818614,1299075,"1032_2","VCaP",2,-0.965024206177704,0.155894933565251,1032,"10738",9875,412,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00213307080633287,0.153761862758918,0.0768556146526879,0.00200105397013264,2.84774127196658,0.955965637369557,0.954332820273131
"49",13.646315903308,2.12643535818614,1299075,"1036_10","VCaP",10,-0.965024206177704,0.0950149751513857,1036,"10738",9875,411,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00103607051840597,0.0939789046329797,0.0534431959420037,0.0100052698506632,5.52316586136282,0.977476588000259,0.976506502263107
"50",14.2208338955033,2.12643535818614,1299075,"1060_0.25","VCaP",0.25,-0.965024206177704,0,1060,"10738",9875,389,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000790967518636207,-0.000790967518636207,0.0312902186425701,0.00025013174626658,2.23251193372003,0.982594259992181,0.981817518344167
"51",14.2208338955033,2.12643535818614,1299075,"1060_0.25","VCaP",0.25,-0.965024206177704,0.0131866900090784,1060,"10739",9876,389,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000790967518636207,0.0123957224904421,0.0312902186425701,0.00025013174626658,2.23251193372003,0.982594259992181,0.981817518344167
"52",12.9466723665623,2.12643535818614,1299075,"1268_10","VCaP",10,-0.965024206177704,0.00262254533247197,1268,"10739",9876,421,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00143915106969776,0.00118339426277421,0.0661081574997518,0.0100052698506632,5.03820991647052,0.969318468305385,0.968069821674124
"53",7.49668480067622,2.12643535818614,1299075,"1510_10","VCaP",10,-0.965024206177704,0.252866635127128,1510,"10739",9876,423,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0183556283664176,0.234511006760711,0.100952633253605,0.0100052698506632,1.26056640108986,0.767550321108315,0.765336521447794
"54",10.8144025753974,2.12643535818614,1299075,"1510_2.5","VCaP",2.5,-0.965024206177704,0.0342834446020625,1510,"10739",9876,397,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00391304808070332,0.0303703965213591,0.041569298185765,0.0025013174626658,2.17393876141156,0.925106710482779,0.922870060094151
"55",14.3394437427981,1.87252844071566,905934,"1060_0.25","PC-3",0.25,0.695813161518581,0,1060,"9738",8839,341,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000684451968277661,-0.000684451968277661,0.0320983836645051,0.000790916581694927,2.31472601495905,0.989501238411527,0.988874510456104
"56",14.3394437427981,1.87252844071566,905934,"1060_0.25","PC-3",0.25,0.695813161518581,0.0661869302166422,1060,"9739",8840,341,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000684451968277661,0.0655024782483646,0.0320983836645051,0.000790916581694927,2.31472601495905,0.989501238411527,0.988874510456104
"57",12.7211222143437,1.87252844071566,905934,"1510_2.5","PC-3",2.5,0.695813161518581,0,1510,"9739",8840,349,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00162282388130983,-0.00162282388130983,0.087446756879862,0.00790916581694927,3.49557610326548,0.975986793568381,0.974695406256888
"58",12.1325292370732,1.3041846074698,905935,"1060_0.25","DU-145",0.25,0.695813161518581,0,1060,"10419",9571,341,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000155416530295153,-0.000155416530295153,0.0364023595053511,0.000790916581694927,0.785009447579027,0.988661639323905,0.987336319589306
"59",12.1325292370732,1.3041846074698,905935,"1060_0.25","DU-145",0.25,0.695813161518581,0,1060,"10420",9572,341,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.000155416530295153,-0.000155416530295153,0.0364023595053511,0.000790916581694927,0.785009447579027,0.988661639323905,0.987336319589306
"60",12.8335678561343,1.3041846074698,905935,"1510_2.5","DU-145",2.5,0.695813161518581,0.0704681982860583,1510,"10420",9572,349,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",9.07985418034506e-05,0.0703773997442549,0.0480905984089581,0.00790916581694927,3.57351748283887,0.993257440843391,0.992430309849686
"61",12.6565570502624,2.01093594702864,907788,"1060_0.25","LNCaP-Clone-FGC",0.25,0.695813161518581,0.126215559366186,1060,"8874",8025,341,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00260464911586174,0.123610910250324,0.0659316742417947,0.000790916581694927,1.1482378488261,0.969880576853583,0.968520052466599
"62",12.6565570502624,2.01093594702864,907788,"1060_0.25","LNCaP-Clone-FGC",0.25,0.695813161518581,0.0390765429109196,1060,"9632",8703,341,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00260464911586174,0.0364718937950578,0.0659316742417947,0.000790916581694927,1.1482378488261,0.969880576853583,0.968520052466599
"63",13.1905333590764,2.01093594702864,907788,"1510_2.5","LNCaP-Clone-FGC",2.5,0.695813161518581,0.0123788388394828,1510,"9632",8703,349,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00199844496946577,0.010380393870017,0.0313736429242457,0.00790916581694927,3.82094711476036,0.976507451558197,0.975393772974719
"64",11.7787523348115,3.07331400013252,924100,"1060_0.25","22RV1",0.25,0.695813161518581,0.0954836864772912,1060,"9846",8965,341,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0264373317036895,0.0690463547736017,0.103870383154368,0.000790916581694927,0.539789985229044,0.899994886205667,0.898568009438981
"65",11.7787523348115,3.07331400013252,924100,"1060_0.25","22RV1",0.25,0.695813161518581,0.0510260043240901,1060,"9847",8966,341,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0264373317036895,0.0245886726204006,0.103870383154368,0.000790916581694927,0.539789985229044,0.899994886205667,0.898568009438981
"66",14.2177814922119,3.07331400013252,924100,"1510_2.5","22RV1",2.5,0.695813161518581,0.0712670435123878,1510,"9847",8966,349,217,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0121308260539841,0.0591362174584036,0.058363653872184,0.00790916581694927,4.5329812619787,0.950345021734096,0.949416972282962
"67",6.64547238168332,3.25443068932669,924105,"1060_0.25","BPH-1",0.25,0.695813161518581,0.196439103070257,1060,"5433",4852,341,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.138456178237314,0.0579829248329431,0.07426108725855,0.000790916581694927,-3.01832854130662,0.664648839193874,0.663655202434088
"68",6.64547238168332,3.25443068932669,924105,"1060_0.25","BPH-1",0.25,0.695813161518581,0,1060,"5432",4868,341,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.138456178237314,-0.138456178237314,0.07426108725855,0.000790916581694927,-3.01832854130662,0.664648839193874,0.663655202434088
"69",12.5730624430062,3.25443068932669,924105,"1510_2.5","BPH-1",2.5,0.695813161518581,0.0830685476330413,1510,"5432",4868,349,158,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.0253434995756317,0.0577250480574096,0.0594883364828537,0.00790916581694927,3.39294889020856,0.911048025239593,0.909824701653407
"70",14.2208338955033,2.12643535818614,1299075,"1060_0.25","VCaP",0.25,0.695813161518581,0,1060,"10738",9875,341,159,"NC-1+B","COSMIC_ID","DRUG_ID_lib+maxc",2021-02-12 14:25:13,"gdscIC50_0.99.4","GDSC_SA",0.00172565849904001,-0.00172565849904001,0.0312902186425701,0.000790916581694927,2.23251193372003,0.982594259992181,0.981817518344167
