"","xmid","scal","CL","maxc","DRUG_ID_lib","IC50"
"1",9.63267900675174,1.87252844071566,905934,0.1,1003,-1.86404542326461
"2",9.63267900675174,1.87252844071566,905934,0.1,1003,-1.86404542326461
"3",13.4508956596492,1.87252844071566,905934,2,1032,3.77827295801231
"4",12.2042326867083,1.87252844071566,905934,10,1036,4.52358994564394
"5",14.3394437427981,1.87252844071566,905934,0.25,1060,2.31472601495905
"6",14.3394437427981,1.87252844071566,905934,0.25,1060,2.31472601495905
"7",13.5803756758898,1.87252844071566,905934,10,1268,5.47745957864239
"8",12.2521379295313,1.87252844071566,905934,10,1510,4.55679532964074
"9",12.7211222143437,1.87252844071566,905934,2.5,1510,3.49557610326548
"10",7.39039048328514,1.3041846074698,905935,0.1,1003,-3.41828139130741
"11",7.39039048328514,1.3041846074698,905935,0.1,1003,-3.41828139130741
"12",12.1158292474805,1.3041846074698,905935,2,1032,2.85287543855727
"13",12.682971730046,1.3041846074698,905935,10,1036,4.8554265637574
"14",12.1325292370732,1.3041846074698,905935,0.25,1060,0.785009447579027
"15",12.1325292370732,1.3041846074698,905935,0.25,1060,0.785009447579027
"16",12.5118045038033,1.3041846074698,905935,10,1268,4.73678248348302
"17",12.8547274144536,1.3041846074698,905935,10,1510,4.97447853214969
"18",12.8335678561343,1.3041846074698,905935,2.5,1510,3.57351748283887
"19",7.05284045736499,2.01093594702864,907788,0.1,1003,-3.65225324007189
"20",7.05284045736499,2.01093594702864,907788,0.1,1003,-3.65225324007189
"21",10.4617769045496,2.01093594702864,907788,2,1032,1.70637372055611
"22",13.7995232346295,2.01093594702864,907788,10,1036,5.6293610911094
"23",12.6565570502624,2.01093594702864,907788,0.25,1060,1.1482378488261
"24",12.6565570502624,2.01093594702864,907788,0.25,1060,1.1482378488261
"25",11.2722217484785,2.01093594702864,907788,10,1268,3.87756919155888
"26",11.6169734765205,2.01093594702864,907788,10,1510,4.11653287984441
"27",13.1905333590764,2.01093594702864,907788,2.5,1510,3.82094711476036
"28",8.31189666041283,3.07331400013252,924100,0.1,1003,-2.77954198276277
"29",8.31189666041283,3.07331400013252,924100,0.1,1003,-2.77954198276277
"30",10.851548399921,3.07331400013252,924100,2,1032,1.97654273363548
"31",13.2695647951724,3.07331400013252,924100,10,1036,5.26202189298581
"32",11.7787523348115,3.07331400013252,924100,0.25,1060,0.539789985229044
"33",11.7787523348115,3.07331400013252,924100,0.25,1060,0.539789985229044
"34",13.2315845977353,3.07331400013252,924100,10,1268,5.23569602621515
"35",11.999229048967,3.07331400013252,924100,10,1510,4.38149225213898
"36",14.2177814922119,3.07331400013252,924100,2.5,1510,4.5329812619787
"37",7.63825174215489,3.25443068932669,924105,0.1,1003,-3.2464770585518
"38",7.63825174215489,3.25443068932669,924105,0.1,1003,-3.2464770585518
"39",4.1168552138985,3.25443068932669,924105,2,1032,-2.69159086019231
"40",10.3476036598696,3.25443068932669,924105,10,1036,3.23667277034492
"41",6.64547238168332,3.25443068932669,924105,0.25,1060,-3.01832854130662
"42",6.64547238168332,3.25443068932669,924105,0.25,1060,-3.01832854130662
"43",11.1793071808313,3.25443068932669,924105,10,1268,3.81316572096132
"44",12.0041360248748,3.25443068932669,924105,10,1510,4.38489350865458
"45",12.5730624430062,3.25443068932669,924105,2.5,1510,3.39294889020856
"46",9.75726926911638,2.12643535818614,1299075,0.1,1003,-1.77768603418134
"47",9.75726926911638,2.12643535818614,1299075,0.1,1003,-1.77768603418134
"48",12.108422210801,2.12643535818614,1299075,2,1032,2.84774127196658
"49",13.646315903308,2.12643535818614,1299075,10,1036,5.52316586136282
"50",14.2208338955033,2.12643535818614,1299075,0.25,1060,2.23251193372003
"51",14.2208338955033,2.12643535818614,1299075,0.25,1060,2.23251193372003
"52",12.9466723665623,2.12643535818614,1299075,10,1268,5.03820991647052
"53",7.49668480067622,2.12643535818614,1299075,10,1510,1.26056640108986
"54",10.8144025753974,2.12643535818614,1299075,2.5,1510,2.17393876141156
"55",14.3394437427981,1.87252844071566,905934,0.25,1060,2.31472601495905
"56",14.3394437427981,1.87252844071566,905934,0.25,1060,2.31472601495905
"57",12.7211222143437,1.87252844071566,905934,2.5,1510,3.49557610326548
"58",12.1325292370732,1.3041846074698,905935,0.25,1060,0.785009447579027
"59",12.1325292370732,1.3041846074698,905935,0.25,1060,0.785009447579027
"60",12.8335678561343,1.3041846074698,905935,2.5,1510,3.57351748283887
"61",12.6565570502624,2.01093594702864,907788,0.25,1060,1.1482378488261
"62",12.6565570502624,2.01093594702864,907788,0.25,1060,1.1482378488261
"63",13.1905333590764,2.01093594702864,907788,2.5,1510,3.82094711476036
"64",11.7787523348115,3.07331400013252,924100,0.25,1060,0.539789985229044
"65",11.7787523348115,3.07331400013252,924100,0.25,1060,0.539789985229044
"66",14.2177814922119,3.07331400013252,924100,2.5,1510,4.5329812619787
"67",6.64547238168332,3.25443068932669,924105,0.25,1060,-3.01832854130662
"68",6.64547238168332,3.25443068932669,924105,0.25,1060,-3.01832854130662
"69",12.5730624430062,3.25443068932669,924105,2.5,1510,3.39294889020856
"70",14.2208338955033,2.12643535818614,1299075,0.25,1060,2.23251193372003
"71",14.2208338955033,2.12643535818614,1299075,0.25,1060,2.23251193372003
"72",10.8144025753974,2.12643535818614,1299075,2.5,1510,2.17393876141156
"73",9.63267900675174,1.87252844071566,905934,0.1,1003,-1.86404542326461
"74",9.63267900675174,1.87252844071566,905934,0.1,1003,-1.86404542326461
"75",13.4508956596492,1.87252844071566,905934,2,1032,3.77827295801231
"76",12.2042326867083,1.87252844071566,905934,10,1036,4.52358994564394
"77",13.5803756758898,1.87252844071566,905934,10,1268,5.47745957864239
"78",12.2521379295313,1.87252844071566,905934,10,1510,4.55679532964074
"79",7.39039048328514,1.3041846074698,905935,0.1,1003,-3.41828139130741
"80",7.39039048328514,1.3041846074698,905935,0.1,1003,-3.41828139130741
"81",12.1158292474805,1.3041846074698,905935,2,1032,2.85287543855727
"82",12.682971730046,1.3041846074698,905935,10,1036,4.8554265637574
"83",12.5118045038033,1.3041846074698,905935,10,1268,4.73678248348302
"84",12.8547274144536,1.3041846074698,905935,10,1510,4.97447853214969
"85",7.05284045736499,2.01093594702864,907788,0.1,1003,-3.65225324007189
"86",7.05284045736499,2.01093594702864,907788,0.1,1003,-3.65225324007189
"87",10.4617769045496,2.01093594702864,907788,2,1032,1.70637372055611
"88",13.7995232346295,2.01093594702864,907788,10,1036,5.6293610911094
"89",11.2722217484785,2.01093594702864,907788,10,1268,3.87756919155888
"90",11.6169734765205,2.01093594702864,907788,10,1510,4.11653287984441
"91",8.31189666041283,3.07331400013252,924100,0.1,1003,-2.77954198276277
"92",8.31189666041283,3.07331400013252,924100,0.1,1003,-2.77954198276277
"93",10.851548399921,3.07331400013252,924100,2,1032,1.97654273363548
"94",13.2695647951724,3.07331400013252,924100,10,1036,5.26202189298581
"95",13.2315845977353,3.07331400013252,924100,10,1268,5.23569602621515
"96",11.999229048967,3.07331400013252,924100,10,1510,4.38149225213898
"97",7.63825174215489,3.25443068932669,924105,0.1,1003,-3.2464770585518
"98",7.63825174215489,3.25443068932669,924105,0.1,1003,-3.2464770585518
"99",4.1168552138985,3.25443068932669,924105,2,1032,-2.69159086019231
"100",10.3476036598696,3.25443068932669,924105,10,1036,3.23667277034492
"101",11.1793071808313,3.25443068932669,924105,10,1268,3.81316572096132
"102",12.0041360248748,3.25443068932669,924105,10,1510,4.38489350865458
"103",9.75726926911638,2.12643535818614,1299075,0.1,1003,-1.77768603418134
"104",9.75726926911638,2.12643535818614,1299075,0.1,1003,-1.77768603418134
"105",12.108422210801,2.12643535818614,1299075,2,1032,2.84774127196658
"106",13.646315903308,2.12643535818614,1299075,10,1036,5.52316586136282
"107",12.9466723665623,2.12643535818614,1299075,10,1268,5.03820991647052
"108",7.49668480067622,2.12643535818614,1299075,10,1510,1.26056640108986
"109",9.63267900675174,1.87252844071566,905934,0.1,1003,-1.86404542326461
"110",9.63267900675174,1.87252844071566,905934,0.1,1003,-1.86404542326461
"111",12.2042326867083,1.87252844071566,905934,10,1036,4.52358994564394
"112",13.5803756758898,1.87252844071566,905934,10,1268,5.47745957864239
"113",12.2521379295313,1.87252844071566,905934,10,1510,4.55679532964074
"114",7.39039048328514,1.3041846074698,905935,0.1,1003,-3.41828139130741
"115",7.39039048328514,1.3041846074698,905935,0.1,1003,-3.41828139130741
"116",12.682971730046,1.3041846074698,905935,10,1036,4.8554265637574
"117",12.5118045038033,1.3041846074698,905935,10,1268,4.73678248348302
"118",12.8547274144536,1.3041846074698,905935,10,1510,4.97447853214969
"119",7.05284045736499,2.01093594702864,907788,0.1,1003,-3.65225324007189
"120",7.05284045736499,2.01093594702864,907788,0.1,1003,-3.65225324007189
"121",13.7995232346295,2.01093594702864,907788,10,1036,5.6293610911094
"122",11.2722217484785,2.01093594702864,907788,10,1268,3.87756919155888
"123",11.6169734765205,2.01093594702864,907788,10,1510,4.11653287984441
"124",8.31189666041283,3.07331400013252,924100,0.1,1003,-2.77954198276277
"125",8.31189666041283,3.07331400013252,924100,0.1,1003,-2.77954198276277
"126",13.2695647951724,3.07331400013252,924100,10,1036,5.26202189298581
"127",13.2315845977353,3.07331400013252,924100,10,1268,5.23569602621515
"128",11.999229048967,3.07331400013252,924100,10,1510,4.38149225213898
"129",7.63825174215489,3.25443068932669,924105,0.1,1003,-3.2464770585518
"130",7.63825174215489,3.25443068932669,924105,0.1,1003,-3.2464770585518
"131",10.3476036598696,3.25443068932669,924105,10,1036,3.23667277034492
"132",11.1793071808313,3.25443068932669,924105,10,1268,3.81316572096132
"133",12.0041360248748,3.25443068932669,924105,10,1510,4.38489350865458
"134",9.75726926911638,2.12643535818614,1299075,0.1,1003,-1.77768603418134
"135",9.75726926911638,2.12643535818614,1299075,0.1,1003,-1.77768603418134
"136",13.646315903308,2.12643535818614,1299075,10,1036,5.52316586136282
"137",12.9466723665623,2.12643535818614,1299075,10,1268,5.03820991647052
"138",7.49668480067622,2.12643535818614,1299075,10,1510,1.26056640108986
"139",14.3394437427981,1.87252844071566,905934,0.25,1060,2.31472601495905
"140",14.3394437427981,1.87252844071566,905934,0.25,1060,2.31472601495905
"141",12.7211222143437,1.87252844071566,905934,2.5,1510,3.49557610326548
"142",12.1325292370732,1.3041846074698,905935,0.25,1060,0.785009447579027
"143",12.1325292370732,1.3041846074698,905935,0.25,1060,0.785009447579027
"144",12.8335678561343,1.3041846074698,905935,2.5,1510,3.57351748283887
"145",12.6565570502624,2.01093594702864,907788,0.25,1060,1.1482378488261
"146",12.6565570502624,2.01093594702864,907788,0.25,1060,1.1482378488261
"147",13.1905333590764,2.01093594702864,907788,2.5,1510,3.82094711476036
